f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,target_0,target_1
0.9105102720345525,0.8552390322882678,1.0904894977554214,0.19388979186939156,0.5360904909278144,1.5501395757297964,0.18933651392268894,0.662891598063435,0.15596712014474493,0.03415393038473664,152.35574008082233,14.94293164260813
1.0018093002609687,0.42113956391203033,1.3383648563697974,0.5323328890127502,1.9221822627420209,0.8252117679434042,1.8628171033776972,1.2836163873009747,0.8118155652610665,0.338354685580437,90.35331468544275,148.18748060395686
0.48540211943513567,0.3275383895874221,1.2956927759547112,0.14424802796938876,0.22415609939297834,1.0872414005673723,0.47374396985305206,0.2802666233126675,0.5981689775051254,0.94054850695503,167.86400073992726,91.48000672367446
0.5786248714596106,1.8358121426719973,1.03557003577083,0.1572242829986473,0.20441644708321738,0.07036573351420539,0.6279397011297165,0.08925082068669797,0.6086944420749453,0.20826589441965124,11.784938843969245,41.30422962582636
0.4602918995858614,0.10955999779852048,0.23912143328625546,0.37580775773415753,0.17987517666831654,0.8486937836256899,0.5107555059050353,0.3440930545158359,0.061970907078361656,0.8364801149865154,238.52475063963072,168.38318155706403
0.3038481092384472,0.6538950153373031,1.42691129304993,0.17811289342828462,0.36115345413725214,1.4862434762830865,0.8869355917038637,0.008500911235472176,0.3865086649276587,0.20986416583844833,177.6829518060619,38.402827072283735
0.29613427503279943,0.5149205073308908,1.0281779392198043,0.24455112839434737,0.833815278581343,1.2458333186310904,0.9127248725511872,0.2922886612375069,1.7185581437250848,0.250356437949631,106.6278103124671,30.3502384322368
0.8538858656967445,1.0217351035829385,0.7028867692221517,0.9489583836406749,1.2864577485425648,0.0517338635235938,0.1195675239658729,1.6673383504176156,0.7632990704849019,1.6090725506554906,186.5707914595009,189.9609527952444
0.14864866156919843,2.863973442133451,0.21970242596045483,2.221058555882584,1.5427201193446825,0.5265797688163505,0.7984889593684616,0.5041658286416406,0.19089361034097152,1.1468208279341363,189.67449027522284,148.394281993858
0.15905797502008762,0.1461226679418687,1.0069575672281095,0.7817759507523778,1.227675768416057,0.11796766321659538,0.028914943704278117,0.5544271560339116,0.08708736174205545,0.7962520223351058,126.53078862517063,142.64282106779544
0.4753150937036232,0.782777938497292,0.31704002413997245,0.0907678740019083,0.7265265248170726,0.1435111054076521,1.5607849169144614,1.870521581429296,0.16614578352368023,1.0728080849876793,35.7383497873045,140.36517101834286
3.792926017571382,0.7022425467261731,0.10889154584589002,0.4555543011382177,1.3116143362773616,0.6621826566078555,0.10424234094143266,0.3870296023328822,1.386258116016252,0.6355763947959013,131.84083083778884,91.30972159717003
0.3542341386975912,0.26132466315166003,1.3251675319672989,0.4460456406548802,0.7548665444687477,0.6323699478260745,0.30481743038137515,0.979115807137273,0.8721193573258607,0.3899706064103458,328.4048196772216,219.25682278343197
0.3499549432594241,1.5052638074182434,1.9097919067374682,0.447019397263682,0.9251313144775217,0.41496328726682724,0.23710960168926282,0.23870037897261764,0.5647140932283559,1.2613893989153406,100.49568976437772,75.38212670445972
0.3769073795291455,2.2604028853949085,0.47809850086171557,0.8776021657743821,0.47835204810324067,0.8644934537005375,1.0389555013684681,0.930860879014344,0.5424209761447144,1.1059833752394963,83.18325472630684,46.78403611654661
0.0632361470886877,1.8844010446326864,0.45175369762946443,0.5399585974460808,1.1835150440423212,0.106098406048253,1.2745736610814598,0.8204069788550524,0.5292321411410137,0.3829287199828333,67.77894402791247,79.61833398728163
1.1309644826412981,0.6757735535366135,0.34507545166885734,0.534817487305342,0.5799842440780265,2.0256026626424015,1.174881382610396,0.5648060632097286,1.9316695834071307,1.2470905661059057,15.948246795532237,186.43389273175052
